# Log started: 2022-12-19 00:17:09 +0100
[2022-12-19 00:17:09] <@%^StreamElements> paulinnineb welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:30:11] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:30:28] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:30:45] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:31:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:31:17] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:31:34] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:31:50] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:32:07] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:32:24] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:32:40] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:32:57] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:33:13] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:33:30] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:33:46] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:34:03] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:34:19] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:34:36] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:34:52] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:35:09] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:35:25] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:35:42] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:35:58] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:36:15] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:36:31] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:36:48] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:37:04] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:37:21] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:37:38] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:37:54] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:38:11] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:38:27] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:38:44] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:39:00] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:39:17] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:39:49] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:40:06] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:40:23] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:40:40] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:40:57] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:41:13] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:41:30] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:41:46] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:42:05] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:42:35] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:42:53] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:43:08] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:43:25] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:43:43] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:43:58] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:44:15] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:44:31] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:44:48] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:45:04] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:45:21] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:45:37] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:45:54] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:46:10] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:46:29] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:46:43] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:47:00] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:47:16] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:47:33] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:47:49] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:48:06] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:48:22] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:48:55] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:49:12] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:49:28] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:49:45] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:50:02] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:50:18] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:50:36] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:50:51] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:51:08] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:51:24] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:51:41] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:51:58] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:52:14] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:52:30] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:52:48] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:53:04] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:53:20] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:53:37] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:53:53] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:54:10] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:54:26] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:54:43] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:54:59] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:55:16] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:55:32] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:55:49] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:56:05] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:56:22] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:56:38] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:56:55] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:57:12] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:57:28] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:57:45] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:58:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:58:19] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:58:34] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:58:52] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:59:07] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:59:24] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 01:59:41] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:00:14] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:00:31] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:00:47] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:01:04] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:01:20] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:01:37] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:01:53] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:02:10] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:02:26] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:02:43] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:02:59] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:03:16] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:03:33] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:03:49] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:04:06] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:04:22] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:04:39] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:04:57] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:05:12] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:05:30] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:05:45] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:06:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:06:18] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:06:34] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:06:51] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:07:07] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:07:24] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:07:41] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:07:57] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:08:14] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:08:30] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:08:47] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:09:03] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:09:21] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:09:36] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:10:09] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:10:26] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:10:42] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:10:59] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:11:15] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:11:32] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:11:48] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:12:05] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:12:21] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:12:38] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:12:55] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:13:11] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:13:28] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:13:44] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:14:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:14:17] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:14:35] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:14:50] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:15:07] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:15:23] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:15:40] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:15:56] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:16:13] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:16:29] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:16:46] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:17:03] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:17:19] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:17:36] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:17:52] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:18:09] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:18:26] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:18:43] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:18:59] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:19:16] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:19:32] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:19:50] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:20:06] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:20:23] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:20:39] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:20:56] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:21:13] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:21:29] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:21:46] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:22:06] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:22:19] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:22:35] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:22:52] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:23:08] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:23:25] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:23:41] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:24:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:24:15] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:24:32] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:24:48] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:25:05] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:25:21] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:25:39] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:25:55] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:26:12] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:26:28] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:26:45] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:27:01] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:27:18] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:27:34] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:27:51] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:28:07] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:28:24] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:28:40] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:28:57] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:29:13] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:29:32] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
[2022-12-19 02:29:46] <@%lilShrineFox> a__simon welcome in, come get comfy! foxplushyWavey
